531,39.53085421N,116.29053181E,17.7751
532,39.53085411N,116.29051698E,17.7210
533,39.53085348N,116.29050217E,17.6970
534,39.53085354N,116.29048758E,17.7103
535,39.53085324N,116.29047163E,17.6951
536,39.53085358N,116.29045558E,17.6558
537,39.53085399N,116.29043952E,17.6649
538,39.53085486N,116.29042488E,17.6785
539,39.53085478N,116.29040974E,17.6689
540,39.53085440N,116.29039581E,17.7001
541,39.53085403N,116.29038159E,17.7315
542,39.53085444N,116.29035077E,17.6653
543,39.53085521N,116.29033579E,17.6509
544,39.53085396N,116.29032148E,17.6358
545,39.53085387N,116.29030571E,17.6617
546,39.53085480N,116.29029037E,17.6828
547,39.53085245N,116.29027708E,17.6956
548,39.53085069N,116.29026330E,17.6914
549,39.53085058N,116.29024768E,17.6556
550,39.53085090N,116.29023166E,17.6451
551,39.53085109N,116.29021649E,17.6665
552,39.53085168N,116.29020190E,17.6609
553,39.53085211N,116.29018703E,17.7178
554,39.53085336N,116.29017180E,17.6753
555,39.53085620N,116.29015668E,17.6277
556,39.53085854N,116.29014184E,17.6022
557,39.53086013N,116.29012837E,17.7077
558,39.53086280N,116.29011494E,17.6747
559,39.53086567N,116.29009940E,17.6453
560,39.53086801N,116.29008381E,17.6406
561,39.53087289N,116.29007097E,17.7090
562,39.53087902N,116.29005875E,17.7622
563,39.53088358N,116.29004563E,17.6795
564,39.53088989N,116.29003343E,17.7435
565,39.53089620N,116.29002166E,17.7352
566,39.53090275N,116.29000849E,17.7251
567,39.53090577N,116.28999446E,17.7129
568,39.53090832N,116.28996596E,17.6013
569,39.53090754N,116.28995052E,17.6086
570,39.53090782N,116.28993565E,17.6149
571,39.53090694N,116.28992186E,17.6178
572,39.53090702N,116.28990655E,17.6927
573,39.53090749N,116.28989266E,17.7106
574,39.53090830N,116.28987800E,17.6891
575,39.53090745N,116.28986375E,17.6862
576,39.53090645N,116.28984996E,17.6614
577,39.53090519N,116.28983538E,17.6495
578,39.53090484N,116.28982125E,17.7155
579,39.53090581N,116.28980766E,17.6114
580,39.53090723N,116.28979327E,17.6791
581,39.53090690N,116.28977993E,17.7212
582,39.53090755N,116.28976709E,17.7450
583,39.53090673N,116.28975221E,17.6976
584,39.53090398N,116.28973853E,17.6638
585,39.53089860N,116.28972592E,17.7108
586,39.53089263N,116.28971203E,17.7249
587,39.53088946N,116.28969661E,17.7532
588,39.53088930N,116.28968178E,17.7698
589,39.53088972N,116.28966710E,17.7457
590,39.53088857N,116.28965244E,18.0215
591,39.53088830N,116.28963724E,17.9482
592,39.53088785N,116.28962174E,17.9376
593,39.53088880N,116.28959027E,18.0024
594,39.53088883N,116.28957487E,18.0754
595,39.53088888N,116.28956065E,18.0957
596,39.53088952N,116.28954528E,18.1020
597,39.53088982N,116.28952950E,18.1053
598,39.53088998N,116.28951408E,18.1122
599,39.53088973N,116.28949960E,18.0940
600,39.53089016N,116.28948480E,18.0966
601,39.53089100N,116.28947108E,18.0861
602,39.53089160N,116.28945644E,18.0306
603,39.53089202N,116.28944178E,18.0243
604,39.53089196N,116.28942674E,18.0660
605,39.53089231N,116.28941271E,18.0474
606,39.53089446N,116.28939842E,18.0194
607,39.53089572N,116.28938376E,18.0034
608,39.53089727N,116.28936892E,18.0341
609,39.53089778N,116.28935412E,18.0138
610,39.53089967N,116.28933936E,17.9944
611,39.53090293N,116.28932500E,17.9900
612,39.53090746N,116.28931191E,17.9931
613,39.53091394N,116.28929884E,17.9830
614,39.53091908N,116.28928479E,18.0106
615,39.53092270N,116.28927023E,17.9925
616,39.53092679N,116.28925761E,17.9683
617,39.53093002N,116.28924452E,17.9588
